Country,date,Highest_infected_population,Population,Total_cases_percentage
Montenegro,2021-02-14,68921,628062,10.97
Slovenia,2021-04-13,227836,2078932,10.96
"San Marino",2021-02-27,3716,33938,10.95
"San Marino",2021-02-28,3716,33938,10.95
Luxembourg,2021-05-11,68552,625976,10.95
Bahrain,2021-05-07,186403,1701583,10.95
Luxembourg,2021-05-10,68431,625976,10.93
Seychelles,2021-05-24,10740,98340,10.92
Seychelles,2021-05-25,10740,98340,10.92
Seychelles,2021-05-26,10740,98340,10.92
Slovenia,2021-04-12,226786,2078932,10.91
Czechia,2021-02-23,1168491,10708982,10.91
Montenegro,2021-02-13,68476,628062,10.90
Slovenia,2021-04-11,226499,2078932,10.90
Luxembourg,2021-05-07,68153,625976,10.89
Luxembourg,2021-05-08,68153,625976,10.89
Luxembourg,2021-05-09,68153,625976,10.89
Luxembourg,2021-05-06,68020,625976,10.87
Slovenia,2021-04-10,225950,2078932,10.87
Bahrain,2021-05-06,184697,1701583,10.85
Luxembourg,2021-05-05,67850,625976,10.84
Montenegro,2021-02-12,68004,628062,10.83
"San Marino",2021-02-26,3671,33938,10.82
Luxembourg,2021-05-04,67642,625976,10.81
Slovenia,2021-04-09,224699,2078932,10.81
Czechia,2021-02-22,1157180,10708982,10.81
Andorra,2021-01-06,8348,77265,10.80
Andorra,2021-01-07,8348,77265,10.80
Maldives,2021-05-25,58345,540542,10.79
Luxembourg,2021-05-03,67495,625976,10.78
Czechia,2021-02-21,1153159,10708982,10.77
Bahrain,2021-05-05,183330,1701583,10.77
Andorra,2021-01-05,8308,77265,10.75
Slovenia,2021-04-08,223416,2078932,10.75
Luxembourg,2021-04-30,67205,625976,10.74
Luxembourg,2021-05-01,67205,625976,10.74
Luxembourg,2021-05-02,67205,625976,10.74
Montenegro,2021-02-11,67441,628062,10.74
Luxembourg,2021-04-29,67045,625976,10.71
Czechia,2021-02-20,1146321,10708982,10.70
Bahrain,2021-05-04,181880,1701583,10.69
Andorra,2021-01-04,8249,77265,10.68
Luxembourg,2021-04-28,66826,625976,10.68
"San Marino",2021-02-25,3621,33938,10.67
Slovenia,2021-04-07,221890,2078932,10.67
Sweden,2021-06-04,1078062,10099270,10.67
Sweden,2021-06-05,1078062,10099270,10.67
Sweden,2021-06-06,1078062,10099270,10.67
Sweden,2021-06-07,1078062,10099270,10.67
Sweden,2021-06-03,1076993,10099270,10.66
Montenegro,2021-02-10,66857,628062,10.65
Luxembourg,2021-04-27,66594,625976,10.64
Slovenia,2021-04-06,220698,2078932,10.62
Maldives,2021-05-24,57341,540542,10.61
Bahrain,2021-05-03,180462,1701583,10.61
Andorra,2021-01-03,8192,77265,10.60
Czechia,2021-02-19,1134957,10708982,10.60
Slovenia,2021-04-05,220425,2078932,10.60
Luxembourg,2021-04-26,66374,625976,10.60
Slovenia,2021-04-04,220141,2078932,10.59
Sweden,2021-05-27,1068473,10099270,10.58
Sweden,2021-05-28,1068473,10099270,10.58
Sweden,2021-05-29,1068473,10099270,10.58
Sweden,2021-05-30,1068473,10099270,10.58
Sweden,2021-05-31,1068473,10099270,10.58
Sweden,2021-06-01,1068473,10099270,10.58
Sweden,2021-06-02,1068473,10099270,10.58
Sweden,2021-05-26,1067107,10099270,10.57
Andorra,2021-01-02,8166,77265,10.57
"San Marino",2021-02-24,3585,33938,10.56
Montenegro,2021-02-09,66234,628062,10.55
Slovenia,2021-04-03,219420,2078932,10.55
Sweden,2021-05-25,1064375,10099270,10.54
Luxembourg,2021-04-23,66007,625976,10.54
Luxembourg,2021-04-24,66007,625976,10.54
Luxembourg,2021-04-25,66007,625976,10.54
Bahrain,2021-05-02,179297,1701583,10.54
Andorra,2021-01-01,8117,77265,10.51
Luxembourg,2021-04-22,65813,625976,10.51
Serbia,2021-06-05,713562,6804596,10.49
Serbia,2021-06-06,713678,6804596,10.49
Serbia,2021-06-07,713840,6804596,10.49
Slovenia,2021-04-02,218114,2078932,10.49
Czechia,2021-02-18,1123252,10708982,10.49
Luxembourg,2021-04-21,65604,625976,10.48
Serbia,2021-06-02,712989,6804596,10.48
Serbia,2021-06-03,713207,6804596,10.48
Serbia,2021-06-04,713417,6804596,10.48
Sweden,2021-05-21,1058341,10099270,10.48
Sweden,2021-05-22,1058341,10099270,10.48
Sweden,2021-05-23,1058341,10099270,10.48
Sweden,2021-05-24,1058341,10099270,10.48
Serbia,2021-05-30,712224,6804596,10.47
Serbia,2021-05-31,712472,6804596,10.47
Serbia,2021-06-01,712702,6804596,10.47
Serbia,2021-05-27,711442,6804596,10.46
Serbia,2021-05-28,711772,6804596,10.46
Serbia,2021-05-29,712046,6804596,10.46
Bahrain,2021-05-01,177997,1701583,10.46
Serbia,2021-05-26,711116,6804596,10.45
Sweden,2021-05-20,1055173,10099270,10.45
Montenegro,2021-02-08,65657,628062,10.45
Serbia,2021-05-24,710315,6804596,10.44
Serbia,2021-05-25,710729,6804596,10.44
Slovenia,2021-04-01,216939,2078932,10.44
Serbia,2021-05-22,709673,6804596,10.43
Serbia,2021-05-23,709939,6804596,10.43
Luxembourg,2021-04-20,65319,625976,10.43
"San Marino",2021-02-23,3538,33938,10.42
Andorra,2020-12-31,8049,77265,10.42
Serbia,2021-05-20,708878,6804596,10.42
Serbia,2021-05-21,709269,6804596,10.42
Serbia,2021-05-19,708328,6804596,10.41
Sweden,2021-05-19,1051762,10099270,10.41
Luxembourg,2021-04-19,65144,625976,10.41
Serbia,2021-05-18,707719,6804596,10.40
Bahrain,2021-04-30,176934,1701583,10.40
Czechia,2021-02-17,1112322,10708982,10.39
Montenegro,2021-02-07,65227,628062,10.39
Serbia,2021-05-17,707033,6804596,10.39
Serbia,2021-05-16,706458,6804596,10.38
Serbia,2021-05-15,705890,6804596,10.37
Slovenia,2021-03-31,215602,2078932,10.37
Sweden,2021-05-18,1047143,10099270,10.37
Serbia,2021-05-14,705185,6804596,10.36
Maldives,2021-05-23,55924,540542,10.35
Luxembourg,2021-04-16,64746,625976,10.34
Luxembourg,2021-04-17,64746,625976,10.34
Luxembourg,2021-04-18,64746,625976,10.34
Serbia,2021-05-12,703497,6804596,10.34
Serbia,2021-05-13,703497,6804596,10.34
Bahrain,2021-04-29,175752,1701583,10.33
Andorra,2020-12-30,7983,77265,10.33
Serbia,2021-05-11,702451,6804596,10.32
Serbia,2021-05-10,701326,6804596,10.31
Luxembourg,2021-04-15,64549,625976,10.31
Montenegro,2021-02-06,64739,628062,10.31
"San Marino",2021-02-22,3494,33938,10.30
Slovenia,2021-03-30,214045,2078932,10.30
Serbia,2021-05-09,700408,6804596,10.29
Luxembourg,2021-04-14,64334,625976,10.28
Czechia,2021-02-16,1099654,10708982,10.27
Serbia,2021-05-07,698518,6804596,10.27
Serbia,2021-05-08,698518,6804596,10.27
Sweden,2021-05-14,1037126,10099270,10.27
Sweden,2021-05-15,1037126,10099270,10.27
Sweden,2021-05-16,1037126,10099270,10.27
Sweden,2021-05-17,1037126,10099270,10.27
Bahrain,2021-04-28,174659,1701583,10.26
Andorra,2020-12-29,7919,77265,10.25
Serbia,2021-05-06,697241,6804596,10.25
Slovenia,2021-03-29,212966,2078932,10.24
Serbia,2021-05-05,695875,6804596,10.23
Slovenia,2021-03-28,212678,2078932,10.23
Luxembourg,2021-04-13,64062,625976,10.23
"San Marino",2021-02-20,3472,33938,10.23
"San Marino",2021-02-21,3472,33938,10.23
Montenegro,2021-02-05,64168,628062,10.22
Serbia,2021-05-04,694473,6804596,10.21
Slovenia,2021-03-27,212040,2078932,10.20
Luxembourg,2021-04-12,63880,625976,10.20
Bahrain,2021-04-27,173548,1701583,10.20
Andorra,2020-12-28,7875,77265,10.19
Czechia,2021-02-15,1090860,10708982,10.19
Serbia,2021-05-03,693169,6804596,10.19
Sweden,2021-05-12,1027934,10099270,10.18
Sweden,2021-05-13,1027934,10099270,10.18
Serbia,2021-05-02,691920,6804596,10.17
Czechia,2021-02-14,1088009,10708982,10.16
Lithuania,2021-06-06,276453,2722291,10.16
Lithuania,2021-06-07,276543,2722291,10.16
Lithuania,2021-06-05,276256,2722291,10.15
Serbia,2021-05-01,690931,6804596,10.15
Slovenia,2021-03-26,210785,2078932,10.14
Lithuania,2021-06-04,275915,2722291,10.14
Luxembourg,2021-04-09,63467,625976,10.14
Luxembourg,2021-04-10,63467,625976,10.14
Luxembourg,2021-04-11,63467,625976,10.14
"San Marino",2021-02-19,3440,33938,10.14
Bahrain,2021-04-26,172576,1701583,10.14
Serbia,2021-04-30,689557,6804596,10.13
Montenegro,2021-02-04,63633,628062,10.13
Lithuania,2021-06-03,275545,2722291,10.12
Andorra,2020-12-27,7821,77265,10.12
Sweden,2021-05-11,1021604,10099270,10.12
Serbia,2021-04-29,687944,6804596,10.11
Lithuania,2021-06-02,275198,2722291,10.11
Czechia,2021-02-13,1082849,10708982,10.11
Andorra,2020-12-26,7806,77265,10.10
Slovenia,2021-03-25,209753,2078932,10.09
Lithuania,2021-06-01,274776,2722291,10.09
Luxembourg,2021-04-08,63180,625976,10.09
Lithuania,2021-05-31,274383,2722291,10.08
"San Marino",2021-02-18,3420,33938,10.08
Serbia,2021-04-28,685937,6804596,10.08
"United States",2021-06-05,33357205,331002647,10.08
"United States",2021-06-06,33362600,331002647,10.08
"United States",2021-06-07,33378096,331002647,10.08
"United States",2021-06-03,33326437,331002647,10.07
"United States",2021-06-04,33343297,331002647,10.07
Bahrain,2021-04-25,171370,1701583,10.07
Lithuania,2021-05-30,274199,2722291,10.07
Lithuania,2021-05-29,273866,2722291,10.06
Maldives,2021-05-22,54365,540542,10.06
"United States",2021-06-01,33290450,331002647,10.06
"United States",2021-06-02,33307363,331002647,10.06
"United States",2021-05-29,33254998,331002647,10.05
"United States",2021-05-30,33261731,331002647,10.05
"United States",2021-05-31,33267507,331002647,10.05
Serbia,2021-04-27,683799,6804596,10.05
Montenegro,2021-02-03,63118,628062,10.05
Lithuania,2021-05-28,273346,2722291,10.04
"United States",2021-05-27,33221141,331002647,10.04
"United States",2021-05-28,33242999,331002647,10.04
Andorra,2020-12-25,7756,77265,10.04
Czechia,2021-02-12,1073966,10708982,10.03
Luxembourg,2021-04-07,62793,625976,10.03
"United States",2021-05-26,33193687,331002647,10.03
Slovenia,2021-03-24,208588,2078932,10.03
Serbia,2021-04-26,681654,6804596,10.02
"United States",2021-05-25,33169715,331002647,10.02
Lithuania,2021-05-27,272826,2722291,10.02
Bahrain,2021-04-24,170335,1701583,10.01
"United States",2021-05-23,33121157,331002647,10.01
"United States",2021-05-24,33146976,331002647,10.01
"United States",2021-05-21,33088492,331002647,10.00
"United States",2021-05-22,33108291,331002647,10.00
Lithuania,2021-05-26,272231,2722291,10.00
Luxembourg,2021-04-06,62625,625976,10.00
"San Marino",2021-02-17,3394,33938,10.00
"United States",2021-05-20,33060540,331002647,9.99
Serbia,2021-04-25,679667,6804596,9.99
Sweden,2021-05-07,1007792,10099270,9.98
Sweden,2021-05-08,1007792,10099270,9.98
Sweden,2021-05-09,1007792,10099270,9.98
Sweden,2021-05-10,1007792,10099270,9.98
"United States",2021-05-19,33030332,331002647,9.98
Lithuania,2021-05-25,271682,2722291,9.98
"United States",2021-05-18,33001039,331002647,9.97
Slovenia,2021-03-23,207298,2078932,9.97
Serbia,2021-04-24,677972,6804596,9.96
"United States",2021-05-17,32973249,331002647,9.96
Lithuania,2021-05-24,271130,2722291,9.96
Andorra,2020-12-24,7699,77265,9.96
Bahrain,2021-04-23,169254,1701583,9.95
"United States",2021-05-15,32927740,331002647,9.95
"United States",2021-05-16,32944627,331002647,9.95
Lithuania,2021-05-23,270849,2722291,9.95
Montenegro,2021-02-02,62476,628062,9.95
Czechia,2021-02-11,1064952,10708982,9.94
"United States",2021-05-14,32898886,331002647,9.94
"United States",2021-05-13,32856627,331002647,9.93
Serbia,2021-04-23,675904,6804596,9.93
Seychelles,2021-05-17,9764,98340,9.93
Seychelles,2021-05-18,9764,98340,9.93
Seychelles,2021-05-19,9764,98340,9.93
Seychelles,2021-05-20,9764,98340,9.93
Seychelles,2021-05-21,9764,98340,9.93
Seychelles,2021-05-22,9764,98340,9.93
Seychelles,2021-05-23,9764,98340,9.93
Lithuania,2021-05-22,270376,2722291,9.93
Andorra,2020-12-23,7669,77265,9.93
Slovenia,2021-03-22,206317,2078932,9.92
Sweden,2021-05-06,1002121,10099270,9.92
Luxembourg,2021-04-02,62105,625976,9.92
Luxembourg,2021-04-03,62105,625976,9.92
Luxembourg,2021-04-04,62105,625976,9.92
Luxembourg,2021-04-05,62105,625976,9.92
"United States",2021-05-12,32818551,331002647,9.91
Slovenia,2021-03-21,206026,2078932,9.91
Serbia,2021-04-22,673520,6804596,9.90
"United States",2021-05-11,32782712,331002647,9.90
"United States",2021-05-10,32749068,331002647,9.89
Slovenia,2021-03-20,205509,2078932,9.89
Bahrain,2021-04-22,168201,1701583,9.89
Lithuania,2021-05-21,269363,2722291,9.89
Luxembourg,2021-04-01,61881,625976,9.89
"San Marino",2021-02-16,3352,33938,9.88
"United States",2021-05-08,32690834,331002647,9.88
"United States",2021-05-09,32712264,331002647,9.88
Andorra,2020-12-22,7633,77265,9.88
Montenegro,2021-02-01,61972,628062,9.87
Netherlands,2021-06-06,1690481,17134873,9.87
Netherlands,2021-06-07,1691866,17134873,9.87
Lithuania,2021-05-20,268684,2722291,9.87
"United States",2021-05-07,32657158,331002647,9.87
Sweden,2021-05-05,995595,10099270,9.86
Serbia,2021-04-21,670801,6804596,9.86
Czechia,2021-02-10,1055415,10708982,9.86
Netherlands,2021-06-05,1688925,17134873,9.86
Luxembourg,2021-03-31,61642,625976,9.85
"United States",2021-05-06,32609021,331002647,9.85
"United States",2021-05-05,32561469,331002647,9.84
Slovenia,2021-03-19,204482,2078932,9.84
Lithuania,2021-05-19,267769,2722291,9.84
Netherlands,2021-06-04,1686778,17134873,9.84
Andorra,2020-12-21,7602,77265,9.84
Netherlands,2021-06-03,1684374,17134873,9.83
Montenegro,2021-01-31,61659,628062,9.82
Serbia,2021-04-20,667937,6804596,9.82
"United States",2021-05-04,32516756,331002647,9.82
Bahrain,2021-04-21,167165,1701583,9.82
Andorra,2020-12-20,7577,77265,9.81
Estonia,2021-06-05,130068,1326539,9.81
Estonia,2021-06-06,130119,1326539,9.81
Estonia,2021-06-07,130156,1326539,9.81
Netherlands,2021-06-02,1681609,17134873,9.81
"United States",2021-05-03,32476040,331002647,9.81
"United States",2021-05-02,32425548,331002647,9.80
Estonia,2021-06-04,130005,1326539,9.80
Netherlands,2021-06-01,1679093,17134873,9.80
Lithuania,2021-05-18,266795,2722291,9.80
Luxembourg,2021-03-30,61255,625976,9.79
Netherlands,2021-05-31,1676744,17134873,9.79
"United States",2021-05-01,32396144,331002647,9.79
Slovenia,2021-03-18,203544,2078932,9.79
Sweden,2021-05-04,988554,10099270,9.79
Estonia,2021-06-02,129804,1326539,9.79
Estonia,2021-06-03,129909,1326539,9.79
Estonia,2021-06-01,129674,1326539,9.78
Andorra,2020-12-19,7560,77265,9.78
Estonia,2021-05-31,129544,1326539,9.77
Netherlands,2021-05-30,1674694,17134873,9.77
"San Marino",2021-02-15,3317,33938,9.77
Lithuania,2021-05-17,266063,2722291,9.77
"United States",2021-04-30,32350761,331002647,9.77
Serbia,2021-04-19,664972,6804596,9.77
"United States",2021-04-29,32292841,331002647,9.76
Estonia,2021-05-29,129424,1326539,9.76
Estonia,2021-05-30,129486,1326539,9.76
Bahrain,2021-04-20,166157,1701583,9.76
Czechia,2021-02-09,1045132,10708982,9.76
Luxembourg,2021-03-29,61073,625976,9.76
Netherlands,2021-05-29,1671967,17134873,9.76
Lithuania,2021-05-16,265536,2722291,9.75
Estonia,2021-05-28,129297,1326539,9.75
Estonia,2021-05-27,129158,1326539,9.74
"United States",2021-04-28,32234586,331002647,9.74
Slovenia,2021-03-17,202573,2078932,9.74
Netherlands,2021-05-28,1668581,17134873,9.74
Montenegro,2021-01-30,61202,628062,9.74
Estonia,2021-05-26,129014,1326539,9.73
Andorra,2020-12-18,7519,77265,9.73
Serbia,2021-04-18,662368,6804596,9.73
"United States",2021-04-27,32179445,331002647,9.72
Netherlands,2021-05-27,1664708,17134873,9.72
Lithuania,2021-05-15,264724,2722291,9.72
"United States",2021-04-26,32128604,331002647,9.71
Estonia,2021-05-25,128829,1326539,9.71
Estonia,2021-05-24,128669,1326539,9.70
Bahrain,2021-04-19,165118,1701583,9.70
Netherlands,2021-05-26,1661364,17134873,9.70
Israel,2021-05-17,839159,8655541,9.70
Israel,2021-05-18,839167,8655541,9.70
Israel,2021-05-19,839221,8655541,9.70
Israel,2021-05-20,839263,8655541,9.70
Israel,2021-05-21,839290,8655541,9.70
Israel,2021-05-22,839308,8655541,9.70
Israel,2021-05-23,839319,8655541,9.70
Israel,2021-05-24,839367,8655541,9.70
Israel,2021-05-25,839389,8655541,9.70
Israel,2021-05-26,839408,8655541,9.70
Israel,2021-05-27,839420,8655541,9.70
Israel,2021-05-28,839433,8655541,9.70
Israel,2021-05-29,839453,8655541,9.70
Israel,2021-05-30,839458,8655541,9.70
Israel,2021-05-31,839475,8655541,9.70
Israel,2021-06-01,839511,8655541,9.70
Israel,2021-06-02,839517,8655541,9.70
Israel,2021-06-03,839532,8655541,9.70
Israel,2021-06-04,839539,8655541,9.70
Israel,2021-06-05,839566,8655541,9.70
Israel,2021-06-06,839571,8655541,9.70
Israel,2021-06-07,839585,8655541,9.70
Serbia,2021-04-17,660299,6804596,9.70
Slovenia,2021-03-16,201497,2078932,9.69
"United States",2021-04-25,32081038,331002647,9.69
Estonia,2021-05-22,128489,1326539,9.69
Estonia,2021-05-23,128592,1326539,9.69
Czechia,2021-02-08,1037405,10708982,9.69
Israel,2021-04-28,838323,8655541,9.69
Israel,2021-04-29,838407,8655541,9.69
Israel,2021-04-30,838481,8655541,9.69
Israel,2021-05-01,838481,8655541,9.69
Israel,2021-05-02,838554,8655541,9.69
Israel,2021-05-03,838621,8655541,9.69
Israel,2021-05-04,838697,8655541,9.69
Israel,2021-05-05,838767,8655541,9.69
Israel,2021-05-06,838828,8655541,9.69
Israel,2021-05-07,838858,8655541,9.69
Israel,2021-05-08,838886,8655541,9.69
Israel,2021-05-09,838894,8655541,9.69
Israel,2021-05-10,838957,8655541,9.69
Israel,2021-05-11,839000,8655541,9.69
Israel,2021-05-12,839030,8655541,9.69
Israel,2021-05-13,839059,8655541,9.69
Israel,2021-05-14,839079,8655541,9.69
Israel,2021-05-15,839118,8655541,9.69
Israel,2021-05-16,839119,8655541,9.69
Maldives,2021-05-21,52405,540542,9.69
Lithuania,2021-05-14,263475,2722291,9.68
Israel,2021-04-21,837492,8655541,9.68
Israel,2021-04-22,837807,8655541,9.68
Israel,2021-04-23,837892,8655541,9.68
Israel,2021-04-24,837974,8655541,9.68
Israel,2021-04-25,838024,8655541,9.68
Israel,2021-04-26,838107,8655541,9.68
Israel,2021-04-27,838217,8655541,9.68
Montenegro,2021-01-29,60827,628062,9.68
Netherlands,2021-05-25,1658587,17134873,9.68
"United States",2021-04-24,32048873,331002647,9.68
"United States",2021-04-23,31995381,331002647,9.67
Serbia,2021-04-16,657716,6804596,9.67
Netherlands,2021-05-24,1656090,17134873,9.67
Israel,2021-04-14,836590,8655541,9.67
Israel,2021-04-15,836902,8655541,9.67
Israel,2021-04-16,836936,8655541,9.67
Israel,2021-04-17,836883,8655541,9.67
Israel,2021-04-18,837047,8655541,9.67
Israel,2021-04-19,837218,8655541,9.67
Israel,2021-04-20,837357,8655541,9.67
Estonia,2021-05-21,128309,1326539,9.67
Estonia,2021-05-20,128084,1326539,9.66
Czechia,2021-02-07,1034975,10708982,9.66
Andorra,2020-12-17,7466,77265,9.66
Israel,2021-04-10,835813,8655541,9.66
Israel,2021-04-11,835933,8655541,9.66
Israel,2021-04-12,836158,8655541,9.66
Israel,2021-04-13,836334,8655541,9.66
Luxembourg,2021-03-26,60465,625976,9.66
Luxembourg,2021-03-27,60465,625976,9.66
Luxembourg,2021-03-28,60465,625976,9.66
"San Marino",2021-02-12,3278,33938,9.66
"San Marino",2021-02-13,3278,33938,9.66
"San Marino",2021-02-14,3278,33938,9.66
Israel,2021-04-06,834920,8655541,9.65
Israel,2021-04-07,835216,8655541,9.65
Israel,2021-04-08,835486,8655541,9.65
Israel,2021-04-09,835674,8655541,9.65
Netherlands,2021-05-23,1653395,17134873,9.65
Slovenia,2021-03-15,200579,2078932,9.65
"United States",2021-04-22,31932976,331002647,9.65
Sweden,2021-04-30,973604,10099270,9.64
Sweden,2021-05-01,973604,10099270,9.64
Sweden,2021-05-02,973604,10099270,9.64
Sweden,2021-05-03,973604,10099270,9.64
Slovenia,2021-03-14,200374,2078932,9.64
Israel,2021-04-03,834070,8655541,9.64
Israel,2021-04-04,834247,8655541,9.64
Israel,2021-04-05,834603,8655541,9.64
Lithuania,2021-05-13,262335,2722291,9.64
Andorra,2020-12-16,7446,77265,9.64
Bahrain,2021-04-18,164110,1701583,9.64
Estonia,2021-05-19,127757,1326539,9.63
"United States",2021-04-21,31865707,331002647,9.63
Netherlands,2021-05-22,1649960,17134873,9.63
Israel,2021-03-31,833105,8655541,9.63
Israel,2021-04-01,833456,8655541,9.63
Israel,2021-04-02,833707,8655541,9.63
Israel,2021-03-30,832639,8655541,9.62
Luxembourg,2021-03-25,60205,625976,9.62
Czechia,2021-02-06,1030112,10708982,9.62
Serbia,2021-04-15,654870,6804596,9.62
Slovenia,2021-03-13,199854,2078932,9.61
"United States",2021-04-20,31802848,331002647,9.61
Israel,2021-03-26,831383,8655541,9.61
Israel,2021-03-27,831383,8655541,9.61
Israel,2021-03-28,831924,8655541,9.61
Israel,2021-03-29,832125,8655541,9.61
Netherlands,2021-05-21,1646781,17134873,9.61
Estonia,2021-05-18,127500,1326539,9.61
Israel,2021-03-25,830845,8655541,9.60
Montenegro,2021-01-28,60288,628062,9.60
Lithuania,2021-05-12,261128,2722291,9.59
Israel,2021-03-23,829689,8655541,9.59
Israel,2021-03-24,830028,8655541,9.59
Netherlands,2021-05-20,1642610,17134873,9.59
"United States",2021-04-19,31741907,331002647,9.59
Estonia,2021-05-17,127206,1326539,9.59
Bahrain,2021-04-17,163113,1701583,9.59
Estonia,2021-05-16,127053,1326539,9.58
Israel,2021-03-22,828764,8655541,9.58
Serbia,2021-04-14,651899,6804596,9.58
Sweden,2021-04-29,967678,10099270,9.58
"United States",2021-04-18,31673784,331002647,9.57
Slovenia,2021-03-12,199004,2078932,9.57
Estonia,2021-05-15,126922,1326539,9.57
"San Marino",2021-02-11,3247,33938,9.57
Luxembourg,2021-03-24,59907,625976,9.57
Israel,2021-03-20,827220,8655541,9.56
Israel,2021-03-21,827772,8655541,9.56
Netherlands,2021-05-19,1637940,17134873,9.56
"United States",2021-04-17,31631670,331002647,9.56
Lithuania,2021-05-11,259862,2722291,9.55
Israel,2021-03-19,826609,8655541,9.55
Estonia,2021-05-14,126642,1326539,9.55
Andorra,2020-12-14,7382,77265,9.55
Andorra,2020-12-15,7382,77265,9.55
Czechia,2021-02-05,1021477,10708982,9.54
"United States",2021-04-16,31579124,331002647,9.54
Slovenia,2021-03-11,198234,2078932,9.54
Israel,2021-03-18,825562,8655541,9.54
Netherlands,2021-05-18,1633356,17134873,9.53
Montenegro,2021-01-27,59825,628062,9.53
Luxembourg,2021-03-23,59662,625976,9.53
Estonia,2021-05-13,126364,1326539,9.53
